mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.004608678817749024,0.004187074381628144,0.0044441699981689455,0.003580664651747973,minkowski,5,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.8181818181818182,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9154545454545454,0.06416018177670503,25
0.0033601045608520506,0.00037450652056065224,0.0027861833572387696,0.0011682922368180862,minkowski,5,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.003168964385986328,0.0005718187600943616,0.0033115386962890626,0.0006189055189830174,minkowski,7,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__weights': 'uniform'}",0.7272727272727273,0.9090909090909091,1.0,0.9090909090909091,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.08250219130573402,3
0.0023373126983642577,0.0003946203346444821,0.001652693748474121,0.0004502654193976542,minkowski,7,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 7, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.07372049066441196,1
0.0027837753295898438,0.00040165686761330067,0.0027536869049072264,0.0006215721680223326,minkowski,9,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__weights': 'uniform'}",0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,0.9,0.9,0.9,1.0,0.9154545454545454,0.07595670798292475,25
0.002505922317504883,0.0006756516025997291,0.0017526626586914062,0.00039960770121882954,minkowski,9,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.07178940735418046,3
0.0024621009826660155,0.000533773693753652,0.002730703353881836,0.0006719732313476291,minkowski,11,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,0.9,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.0025484323501586913,0.0004931956192405467,0.0015836000442504884,0.0004809780382374374,minkowski,11,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.07178940735418046,3
0.002682924270629883,0.0005418664989995964,0.00246732234954834,0.0005138742116769022,minkowski,13,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 13, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9,0.9,0.9,0.9,1.0,0.9054545454545455,0.057668187371468005,32
0.002529597282409668,0.0007276190791636566,0.002106308937072754,0.0005177794555530768,minkowski,13,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 13, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002489805221557617,0.0005090428176779198,0.0025388002395629883,0.000503308806307087,minkowski,15,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 15, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9,0.9,0.9,0.9,1.0,0.9054545454545455,0.057668187371468005,32
0.002462625503540039,0.0004797189534545403,0.0016965389251708985,0.00045634703430721897,minkowski,15,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 15, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002397918701171875,0.0005639741390790312,0.002616477012634277,0.0004839743772669494,euclidean,5,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.8181818181818182,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9154545454545454,0.06416018177670503,25
0.0022837162017822266,0.0004020280535445839,0.0020447969436645508,0.00033813267706883816,euclidean,5,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002289891242980957,0.0005195158153757176,0.0026281118392944337,0.0004507299479715293,euclidean,7,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 7, 'classifier__weights': 'uniform'}",0.7272727272727273,0.9090909090909091,1.0,0.9090909090909091,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.08250219130573402,3
0.0024614572525024415,0.00047282362624094146,0.0019318342208862304,0.0005445337236239183,euclidean,7,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 7, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.07372049066441196,1
0.002647995948791504,0.00044110566427726266,0.0028919219970703126,0.0003665507312251058,euclidean,9,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 9, 'classifier__weights': 'uniform'}",0.7272727272727273,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,0.9,0.9,0.9,1.0,0.9154545454545454,0.07595670798292475,25
0.002429485321044922,0.0005118976150749885,0.001838350296020508,0.0006273664709672825,euclidean,9,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.07178940735418046,3
0.0023563623428344725,0.0005413789953226972,0.002713799476623535,0.0005867790872191907,euclidean,11,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,0.9,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002766704559326172,0.0006320579794893128,0.0015971660614013672,0.0006724799126410137,euclidean,11,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.07178940735418046,3
0.002529454231262207,0.0005206322666652874,0.0027765512466430666,0.0006967462747686468,euclidean,13,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 13, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9,0.9,0.9,0.9,1.0,0.9054545454545455,0.057668187371468005,32
0.0026506900787353514,0.0004804652093862514,0.0020226001739501952,0.0004758785769299425,euclidean,13,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 13, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002545738220214844,0.0004885797314748165,0.0029798269271850584,0.0007377552259224775,euclidean,15,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 15, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9,0.9,0.9,0.9,1.0,0.9054545454545455,0.057668187371468005,32
0.002581477165222168,0.0006544491870505825,0.0018059015274047852,0.0005945692760090987,euclidean,15,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 15, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.0024082422256469726,0.0004453413797533907,0.002584075927734375,0.0004977877811420949,manhattan,5,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.8181818181818182,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9154545454545454,0.06416018177670503,25
0.002446556091308594,0.0006665252175718602,0.0015977859497070313,0.000490259240121874,manhattan,5,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.0028101444244384766,0.00031592939747481094,0.0023003101348876955,0.0004326593562523811,manhattan,7,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 7, 'classifier__weights': 'uniform'}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.05560337703044736,10
0.0025283336639404298,0.00048368953453447596,0.0019416570663452148,0.0005062663044707827,manhattan,7,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 7, 'classifier__weights': 'distance'}",0.9090909090909091,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9336363636363636,0.059620008843889426,9
0.0025405406951904295,0.000771913336625877,0.002902698516845703,0.0006501713015782725,manhattan,9,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 9, 'classifier__weights': 'uniform'}",0.8181818181818182,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9154545454545454,0.06416018177670503,25
0.002451801300048828,0.0005642877330992511,0.0017329931259155273,0.0004496113728532532,manhattan,9,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002883648872375488,0.0006320059978244514,0.002941799163818359,0.00031723008541716054,manhattan,11,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__weights': 'uniform'}",0.8181818181818182,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,0.9,0.9,1.0,0.9054545454545455,0.057668187371468005,32
0.003105497360229492,0.0005088781063820104,0.0021606922149658204,0.0005634955626096271,manhattan,11,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.002998638153076172,0.0005750438443297603,0.0028566837310791014,0.0007719226078006548,manhattan,13,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 13, 'classifier__weights': 'uniform'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,0.9,0.9,1.0,0.9145454545454547,0.06430814248664506,31
0.0025850772857666016,0.0007243879202441532,0.001851654052734375,0.0004962388222785187,manhattan,13,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 13, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
0.0034937143325805666,0.0017017373128323675,0.0031312942504882813,0.0010232665784356046,manhattan,15,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__weights': 'uniform'}",0.9090909090909091,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,0.9,0.9,1.0,0.9236363636363636,0.05592202363356253,24
0.003052425384521484,0.0007139117711465086,0.0021540641784667967,0.0006818967829721588,manhattan,15,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__weights': 'distance'}",0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.06888126087096223,10
